Iteration;Amplitude
1566;1,45663
1567;1,45777
1568;1,4468
1569;1,44333
1570;1,43645
1571;1,44085
1572;1,43552
1573;1,43545
1574;1,43694
1575;1,44152
1576;1,44861
1577;1,45379
1578;1,453
1579;1,45536
1580;1,46119
1581;1,47037
1582;1,47714
1583;1,48107
1584;1,49848
1585;1,49967
1586;1,50087
1587;1,51795
1588;1,51797
1589;1,53132
1590;1,53977
1591;1,54679
1592;1,55618
1593;1,56376
1594;1,57268
1595;1,5814
1596;1,5953
1597;1,609
1598;1,61626
1599;1,62058
1600;1,62618
1601;1,63847
1602;1,65041
1603;1,65893
1604;1,67506
1605;1,67657
1606;1,68526
1607;1,70107
1608;1,70079
1609;1,71662
1610;1,72593
1611;1,7329
1612;1,74031
1613;1,75244
1614;1,76353
1615;1,76963
1616;1,77972
1617;1,78741
1618;1,79667
1619;1,80325
1620;1,81446
1621;1,82501
1622;1,8348
1623;1,84112
1624;1,84791
1625;1,85733
1626;1,86572
1627;1,87069
1628;1,87978
1629;1,88026
1630;1,88639
1631;1,88145
1632;1,88398
1633;1,89202
1634;1,88241
1635;1,88435
1636;1,87475
1637;1,87242
1638;1,86898
1639;1,8654
1640;1,86062
1641;1,85293
1642;1,84471
1643;1,83895
1644;1,83161
1645;1,81964
1646;1,81778
1647;1,80606
1648;1,7991
1649;1,78578
1650;1,78304
1651;1,77937
1652;1,77191
1653;1,76228
1654;1,74798
1655;1,74412
1656;1,73202
1657;1,72676
1658;1,71371
1659;1,70694
1660;1,69457
1661;1,68748
1662;1,67999
1663;1,66852
1664;1,65825
1665;1,64468
1666;1,63705
1667;1,62973
1668;1,61855
1669;1,61266
1670;1,60128
1671;1,59164
1672;1,58658
1673;1,57592
1674;1,5742
1675;1,55573
1676;1,54696
1677;1,5418
1678;1,53209
1679;1,51853
1680;1,51839
1681;1,5126
1682;1,49847
1683;1,49013
1684;1,48132
1685;1,46995
1686;1,4628
1687;1,45519
1688;1,45261
1689;1,44518
1690;1,44849
1691;1,44738
1692;1,44855
1693;1,44558
1694;1,45231
1695;1,44875
1696;1,45572
1697;1,45682
1698;1,46259
1699;1,46745
1700;1,4714
1701;1,48331
1702;1,49124
1703;1,49182
1704;1,5036
1705;1,51294
1706;1,52398
1707;1,52135
1708;1,53734
1709;1,54207
1710;1,55053
1711;1,55927
1712;1,56707
1713;1,56913
1714;1,58234
1715;1,59237
1716;1,60104
1717;1,61856
1718;1,62522
1719;1,63356
1720;1,64144
1721;1,64973
1722;1,65893
1723;1,66916
1724;1,68136
1725;1,68955
1726;1,6978
1727;1,70695
1728;1,71576
1729;1,72129
1730;1,73261
1731;1,74009
1732;1,75387
1733;1,76187
1734;1,76878
1735;1,78279
1736;1,78511
1737;1,79895
1738;1,80883
1739;1,81228
1740;1,8277
1741;1,83886
1742;1,85079
1743;1,85204
1744;1,86252
1745;1,87078
1746;1,87528
1747;1,87955
1748;1,88503
1749;1,89317
1750;1,89543
1751;1,89754
1752;1,90079
1753;1,89353
1754;1,89305
1755;1,89159
1756;1,88962
1757;1,8869
1758;1,8779
1759;1,87247
1760;1,86358
1761;1,86162
1762;1,85372
1763;1,84884
1764;1,84612
1765;1,83291
1766;1,82431
1767;1,82135
1768;1,80841
1769;1,79655
1770;1,79174
1771;1,78593
1772;1,77604
1773;1,7652
1774;1,75633
1775;1,74584
1776;1,73717
1777;1,72882
1778;1,71352
1779;1,71106
1780;1,69992
1781;1,68848
1782;1,6797
1783;1,67312
1784;1,6633
1785;1,65653
1786;1,64637
1787;1,63456
1788;1,62591
1789;1,61973
1790;1,60799
1791;1,59642
1792;1,58765
1793;1,57957
1794;1,56998
1795;1,56007
1796;1,54697
1797;1,54192
